date,cash_30d,positions_value_30d,total_equity_30d,open_positions_30d,cash_60d,positions_value_60d,total_equity_60d,open_positions_60d,cash_90d,positions_value_90d,total_equity_90d,open_positions_90d,return_30d,return_60d,return_90d
2024-01-03 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-04 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-05 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-08 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-09 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-10 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-11 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-12 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-16 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-17 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-18 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-19 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-22 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-23 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-24 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-25 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-26 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-29 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-30 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-01-31 00:00:00,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-01 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-02 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-05 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-06 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-07 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-08 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-09 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-12 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-13 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-14 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-15 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-16 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-20 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-21 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-22 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-23 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-26 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-27 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-28 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-02-29 00:00:00,0.0,9882.335751597895,9882.335751597895,43.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-03-01 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10000.0,10000.0,46.0,0.0,10000.0,10000.0,46.0,,,
2024-03-04 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-05 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-06 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-07 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-08 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-11 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-12 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-13 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-14 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-15 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-18 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-19 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-20 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-21 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-22 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-25 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-26 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-27 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-03-28 00:00:00,0.0,10163.025544282826,10163.025544282826,37.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10000.0,10000.0,46.0,,,
2024-04-01 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-02 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-03 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-04 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-05 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-08 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-09 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-10 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-11 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-12 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-15 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-16 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-17 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-18 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-19 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-22 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-23 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-24 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-25 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-26 00:00:00,0.0,10488.077978434625,10488.077978434625,29.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-29 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,10031.191763084527,10031.191763084527,36.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-04-30 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-01 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-02 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-03 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-06 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-07 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-08 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-09 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-10 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-13 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-14 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-15 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-16 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-17 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-20 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-21 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-22 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-23 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-24 00:00:00,0.0,10079.799030534636,10079.799030534636,26.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-28 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-29 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-30 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-05-31 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-03 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-04 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-05 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-06 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-07 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-10 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-11 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-12 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-13 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-14 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-17 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-18 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-20 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-21 00:00:00,0.0,11391.901172792299,11391.901172792299,51.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-24 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-25 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,10827.800778991095,10827.800778991095,29.0,,,
2024-06-26 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,11065.734224945225,11065.734224945225,29.0,,,
2024-06-27 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,9692.014401487875,9692.014401487875,32.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-06-28 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-01 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-02 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-03 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-05 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-08 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-09 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-10 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-11 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-12 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-15 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-16 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-17 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-18 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-19 00:00:00,0.0,10686.427467333828,10686.427467333828,22.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
2024-07-22 00:00:00,0.0,11739.052003852932,11739.052003852932,24.0,0.0,11247.906393237316,11247.906393237316,22.0,0.0,12164.428247649832,12164.428247649832,34.0,,,
